time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/Beta,train/critic_los,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss,train/MSE_loss,train/MSE_losses,train/Main_losses,train/RL_loss,train/loss
808420,1124,5150,697.97,156,297.27856892,0,0.156568244099617,-19.38489297741122,0.001,798537,2.1111856417618373,2.7602083683013916,4.477455451358697,-19.38489297741122,-19.570751190185547,-19.570751190185547
810637,1128,5164,690.01,156,292.95756967000005,0,8.604576110839844,-19.288629326607612,0.001,800755,2.1426486449213478,7.550242900848389,5.037861692780272,-19.288629326607612,-19.33424949645996,-19.33424949645996
813423,1132,5181,688.08,156,292.9240702,0,0.24145451188087463,-19.31564366204398,0.001,803549,1.8097793993353843,2.9519026279449463,4.97019215617861,-19.31564366204398,-19.976436614990234,-19.976436614990234
816035,1136,5198,686.07,156,292.67193804000004,0,0.2470007985830307,-19.34514172132625,0.001,806109,2.122104155587379,14.015636444091797,5.037716945243436,-19.34514172132625,-18.683332443237305,-18.683332443237305
818843,1140,5216,684.73,156,292.71559308,0,3.2062010765075684,-19.361318799566597,0.001,808964,1.7541389445862632,4.957159519195557,4.93631148147166,-19.361318799566597,-19.37790298461914,-19.37790298461914
821703,1144,5234,684.12,156,292.67903878,0,0.25200045108795166,-19.309063782490476,0.001,811807,1.8183980355492457,3.858771800994873,4.945398486667956,-19.309063782490476,-17.1155948638916,-17.1155948638916
824736,1148,5253,685.34,157,292.53866951,0,0.19148382544517517,-19.27513518215211,0.001,814782,2.1872739523032614,9.236974716186523,4.814460578536199,-19.27513518215211,-19.717262268066406,-19.717262268066406
827743,1152,5272,686.8,156,292.34119056,0,0.1783699244260788,-19.301099997681458,0.001,817817,1.7073038611319158,1.928378701210022,4.958006291420428,-19.301099997681458,-17.22140884399414,-17.22140884399414
830733,1156,5290,688.74,157,292.28688643,0,0.12470437586307526,-19.331916108527707,0.001,820771,1.9214119044988949,2.293903350830078,4.846106043449995,-19.331916108527707,-20.08423614501953,-20.08423614501953
833723,1160,5310,689.43,157,292.16373224,0,1.0041998624801636,-19.245756554731074,0.001,823775,2.1068739277275808,3.339595317840576,4.963102783908181,-19.245756554731074,-20.12044906616211,-20.12044906616211
836678,1164,5328,689.75,157,292.08561053,0,0.12658953666687012,-19.306144358660724,0.001,826745,1.9074045410140967,3.7481863498687744,4.815502507138897,-19.306144358660724,-20.07341957092285,-20.07341957092285
839745,1168,5348,691.16,157,291.86623891,0,0.5799814462661743,-19.359437994054847,0.001,829792,1.6594815866691495,4.898190498352051,4.775852006512719,-19.359437994054847,-18.324878692626953,-18.324878692626953
842753,1172,5366,693.67,157,293.70294927000003,0,8.543638229370117,-19.286735793116293,0.001,832768,1.705324779146005,1.8453304767608643,4.977345157444962,-19.286735793116293,-18.490394592285156,-18.490394592285156
844742,1176,5381,690.43,156,290.15215808,0,0.24169090390205383,-19.30467053421405,0.001,835176,1.9554457979232365,8.851481437683105,4.721056280349817,-19.30467053421405,-19.600811004638672,-19.600811004638672
847563,1180,5397,689.32,157,290.12310142999996,0,1.4588196277618408,-19.421126504846523,0.001,837687,1.6846378210428599,3.374096632003784,4.778206201985076,-19.421126504846523,-18.226055145263672,-18.226055145263672
850544,1184,5416,690.75,157,290.06959893999993,0,7.942688941955566,-19.43258343251546,0.001,840591,1.8317046679953735,14.496926307678223,4.7244647320111595,-19.43258343251546,-20.222545623779297,-20.222545623779297
853501,1188,5435,700.06,157,296.56852511,0,2.834043502807617,-19.47816146337069,0.001,843518,1.8309847348891608,4.03590202331543,4.779123347047921,-19.47816146337069,-20.46048355102539,-20.46048355102539
856525,1192,5454,700.52,157,296.51162358000005,0,0.13293644785881042,-19.541622582128493,0.001,846553,1.3918480737126933,5.57027006149292,4.784423096705291,-19.541622582128493,-20.730737686157227,-20.730737686157227
859470,1196,5473,705.63,157,299.69989929999997,0,0.5563324093818665,-19.426290242625736,0.001,849533,1.9976076776074074,5.123600482940674,4.715579738577317,-19.426290242625736,-19.462493896484375,-19.462493896484375
862489,1200,5492,706.55,157,299.48201687000005,0,0.1426907181739807,-19.432372385035446,0.001,852569,1.6498319485909616,1.8994718790054321,4.798800372360834,-19.432372385035446,-19.933183670043945,-19.933183670043945
865128,1204,5509,712.47,157,301.67506863,0,0.3544495105743408,-19.264398271609576,0.001,855203,2.2146184172767858,13.212970733642578,5.056537673412225,-19.264398271609576,-19.081493377685547,-19.081493377685547
868084,1208,5528,712.19,157,301.56693575,0,0.5907747745513916,-19.407385564112403,0.001,858157,1.558602137127789,1.7734993696212769,4.543004905620774,-19.407385564112403,-18.968021392822266,-18.968021392822266
871001,1212,5546,710.71,157,301.57038738999995,0,0.18905505537986755,-19.45530152451145,0.001,861101,1.9052716002906445,3.1869430541992188,4.618798381969577,-19.45530152451145,-20.332006454467773,-20.332006454467773
873883,1216,5564,711.39,157,301.46101862,0,0.12325319647789001,-19.54619397474139,0.001,863967,1.7904950168109341,2.4332940578460693,4.82557603616393,-19.54619397474139,-19.769733428955078,-19.769733428955078
876420,1220,5581,708.35,157,298.65683321,0,8.995050430297852,-19.615808664825913,0.001,866540,1.649528247088968,1.9197487831115723,4.392785924395131,-19.615808664825913,-20.261762619018555,-20.261762619018555
879298,1224,5599,708.78,157,297.20652907000004,0,0.1528693288564682,-19.5111895720164,0.001,869360,1.445925445846374,2.573936939239502,5.2150598858793575,-19.5111895720164,-20.059307098388672,-20.059307098388672
882316,1228,5618,716.79,157,301.31090691,0,8.900873184204102,-19.463295834685024,0.001,872370,2.2004635529937566,3.994363307952881,4.786983956049567,-19.463295834685024,-20.387676239013672,-20.387676239013672
885161,1232,5636,717.38,157,301.23748274,0,0.2895609140396118,-19.492953924747564,0.001,875239,1.7500133565458416,1.534210443496704,5.02240179192721,-19.492953924747564,-19.82166862487793,-19.82166862487793
887340,1236,5650,713.05,157,297.97942854999997,0,0.4252234995365143,-19.485230121972425,0.001,877457,1.614978711201864,7.222513198852539,4.83536976688313,-19.485230121972425,-19.294057846069336,-19.294057846069336
890114,1240,5667,712.71,157,296.43055969,0,0.12170175462961197,-19.542379750290962,0.001,880201,1.4796345134134494,1.156080722808838,4.940677722512859,-19.542379750290962,-19.81540298461914,-19.81540298461914
892359,1244,5681,706.56,157,290.81908730000004,0,0.08237221091985703,-19.529240337285128,0.001,882444,1.5989711398234063,3.7059507369995117,4.315973997341864,-19.529240337285128,-19.7630615234375,-19.7630615234375
895211,1248,5700,704.75,157,290.91934222000003,0,0.1056387796998024,-19.54544475864124,0.001,885313,1.4892312432074046,2.887300729751587,4.974405543997109,-19.54544475864124,-19.40938377380371,-19.40938377380371
898058,1252,5718,703.15,157,291.06127225,0,0.12123969197273254,-19.52383604678479,0.001,888156,1.5677898454960886,4.808003902435303,4.628345833047406,-19.52383604678479,-19.80734634399414,-19.80734634399414
900515,1256,5733,697.82,157,287.70448183,0,2.8635058403015137,-19.465730239697198,0.001,890577,1.7211217225714475,3.9100606441497803,4.830625015647471,-19.465730239697198,-19.326642990112305,-19.326642990112305
902096,1260,5743,683.73,157,279.63341216000003,0,0.8652349710464478,-19.54482672431252,0.001,892206,1.8536156077665844,3.5556349754333496,5.321225299076601,-19.54482672431252,-18.64069938659668,-18.64069938659668
904977,1264,5762,682.99,157,279.7565098,0,0.16907930374145508,-19.41858422071084,0.001,895054,1.980937792255875,8.324519157409668,4.868731609706221,-19.41858422071084,-20.225563049316406,-20.225563049316406
907820,1268,5780,680.75,157,279.93262454,0,1.296739101409912,-19.48592320578439,0.001,897926,1.603938560789185,3.6210813522338867,5.133995762211936,-19.48592320578439,-18.79108238220215,-18.79108238220215
910587,1272,5797,678.34,157,279.88308818,0,0.4837803840637207,-19.37416294328761,0.001,900694,1.336873590344998,3.541463613510132,4.744240792752686,-19.37416294328761,-19.166484832763672,-19.166484832763672
913385,1276,5815,686.43,157,287.06667768,0,0.5198889970779419,-19.39411419301793,0.001,903496,1.5946388516683077,5.819671630859375,4.618677083478458,-19.39411419301793,-19.56376838684082,-19.56376838684082
916262,1280,5833,686.99,157,287.07202002,0,0.3201666474342346,-19.501707249945337,0.001,906334,1.7837028482101314,6.261897563934326,4.783687487408355,-19.501707249945337,-19.66090202331543,-19.66090202331543
919027,1284,5851,684.83,157,287.11186696000004,0,0.0965135246515274,-19.4888685827005,0.001,909147,1.3845226014740601,1.3007720708847046,5.036229220145645,-19.4888685827005,-19.93531608581543,-19.93531608581543
921940,1288,5869,684.39,157,287.15111546,0,0.17227014899253845,-19.547807251666224,0.001,912011,1.432999928601412,6.846379280090332,5.024150341917566,-19.547807251666224,-18.887008666992188,-18.887008666992188
924875,1292,5888,683.5,157,287.18886699000007,0,0.08897790312767029,-19.59776469274117,0.001,914965,1.7706195778106077,6.07082462310791,5.062507843204222,-19.59776469274117,-19.77100372314453,-19.77100372314453
927817,1296,5906,683.47,157,287.31506338,0,0.11616289615631104,-19.640729844414533,0.001,917878,1.5785456304401937,2.596203565597534,4.793439750104909,-19.640729844414533,-20.344676971435547,-20.344676971435547
930439,1300,5924,679.5,157,285.72522207000003,0,0.12542390823364258,-19.638197896034853,0.001,920724,2.015952720945198,5.486029148101807,4.969503982130781,-19.638197896034853,-20.11476707458496,-20.11476707458496
933273,1304,5941,681.45,157,289.77514955000004,0,0.08346404135227203,-19.656116699845825,0.001,923391,2.010416872345217,3.133655309677124,4.803130527391826,-19.656116699845825,-20.793182373046875,-20.793182373046875
935819,1308,5957,677.35,157,287.27718636000003,0,10.348451614379883,-19.531855636172825,0.001,925926,1.5315530198847718,5.082878112792969,4.670172027746836,-19.531855636172825,-19.03777503967285,-19.03777503967285
938629,1312,5975,676.28,157,287.41420513,0,1.8047736883163452,-19.64294753640385,0.001,928742,1.3375253386395631,4.3299713134765625,4.865792707198084,-19.64294753640385,-20.149438858032227,-20.149438858032227
941820,1316,5995,679.37,157,287.36544134,0,0.6443164348602295,-19.63638151413592,0.001,931850,1.6326628936014391,2.097395181655884,4.737441439028225,-19.63638151413592,-18.708343505859375,-18.708343505859375
944714,1320,6014,682.94,157,290.18368821,0,0.7027640342712402,-19.60220242352553,0.001,934818,1.614892763946053,2.342425584793091,4.567045028948448,-19.60220242352553,-18.506141662597656,-18.506141662597656
947517,1324,6031,682.19,157,291.69501216000003,0,0.05960678309202194,-19.663214319301417,0.001,937623,1.5763365915302714,11.579229354858398,4.7654483009010296,-19.663214319301417,-19.11403465270996,-19.11403465270996
950325,1328,6049,680.09,157,290.61439277,0,0.28290191292762756,-19.691400480270385,0.001,940419,1.6216756572798707,5.698798179626465,5.115072856843471,-19.691400480270385,-20.0327091217041,-20.0327091217041
953236,1332,6067,680.75,157,290.63288532,0,8.813539505004883,-19.657946532916768,0.001,943339,1.5616153048044707,4.88540506362915,4.991977976729978,-19.657946532916768,-19.985408782958984,-19.985408782958984
956107,1336,6086,687.67,157,296.10405646000004,0,7.900354385375977,-19.71148766839195,0.001,946223,1.612391716003504,7.251015663146973,4.587962456498435,-19.71148766839195,-18.166719436645508,-18.166719436645508
958660,1340,6101,685.46,157,294.00927075999994,0,0.10119751840829849,-19.651274646937683,0.001,948643,1.6685150079634117,1.752480387687683,4.510109581402182,-19.651274646937683,-20.434743881225586,-20.434743881225586
961308,1344,6120,689.49,157,297.52467042,0,0.0584319606423378,-19.670763447798418,0.001,951615,1.4182276084813579,2.260071039199829,5.012503118640152,-19.670763447798418,-19.090038299560547,-19.090038299560547
964286,1348,6137,690.75,157,297.61647574999995,0,0.9146268367767334,-19.618544554643975,0.001,954335,1.78776801964566,6.352302074432373,4.697644447051715,-19.618544554643975,-20.046998977661133,-20.046998977661133
966721,1352,6152,686.63,157,294.21184946,0,5.316113471984863,-19.491721588176684,0.001,956789,1.6077541528719959,2.1943395137786865,5.001421183511451,-19.491721588176684,-20.315074920654297,-20.315074920654297
969067,1356,6167,685.52,157,293.49854588999995,0,0.11892238259315491,-19.602438874678178,0.001,959110,1.9771087379618124,11.397248268127441,4.408768594264984,-19.602438874678178,-19.4040470123291,-19.4040470123291
971986,1360,6186,698.9,157,301.58772066,0,0.9164011478424072,-19.547925547155412,0.001,962077,1.9245052621139125,12.32840347290039,4.953372953449868,-19.547925547155412,-17.772979736328125,-17.772979736328125
974919,1364,6204,699.42,157,301.47490632,0,3.386815309524536,-19.66315575705634,0.001,964961,1.6431722769387138,3.728188991546631,4.7789345224698385,-19.66315575705634,-19.65374183654785,-19.65374183654785
977741,1368,6222,699.21,157,301.48228398,0,0.27978864312171936,-19.672474725650307,0.001,967846,1.548694947049042,6.350168228149414,4.9733976537738345,-19.672474725650307,-18.979473114013672,-18.979473114013672
980579,1372,6240,699.92,157,301.63021327,0,9.042315483093262,-19.687044786725725,0.001,970662,1.6983917219423088,8.290776252746582,4.886307799305235,-19.687044786725725,-20.47215461730957,-20.47215461730957
983346,1376,6258,699.61,157,299.69821178,0,0.3112471103668213,-19.567641732540537,0.001,973456,1.975939744335421,4.62821102142334,4.615215884085665,-19.567641732540537,-19.703508377075195,-19.703508377075195
986132,1380,6276,698.7,157,299.6915967400001,0,0.8794772028923035,-19.62892175804485,0.001,976256,1.391878912341781,3.1449904441833496,5.060973857444796,-19.62892175804485,-18.84990119934082,-18.84990119934082
988994,1384,6294,699.67,157,299.60644444999997,0,0.10372500121593475,-19.61190342632207,0.001,979114,1.8699713339803907,4.3099045753479,4.699458496137098,-19.61190342632207,-19.981210708618164,-19.981210708618164
991252,1388,6308,693.12,157,295.57693716,0,0.17556333541870117,-19.579962484298214,0.001,981344,1.6107406798569905,5.282961368560791,5.433954613824045,-19.579962484298214,-19.08656883239746,-19.08656883239746
994168,1392,6326,692.93,157,295.53276394,0,0.11449939757585526,-19.670194886644786,0.001,984245,1.7786572094872055,1.1192588806152344,4.930375758668373,-19.670194886644786,-20.07041358947754,-20.07041358947754
997002,1396,6345,691.85,157,295.42559009,0,0.29079094529151917,-19.716579534936788,0.001,987119,1.7212872681675497,6.113924980163574,4.983998211888933,-19.716579534936788,-18.972488403320312,-18.972488403320312
999958,1400,6363,695.19,157,297.19078344,0,0.518437922000885,-19.733785568399632,0.001,990033,1.8671174506801533,3.3668529987335205,4.804306682119978,-19.733785568399632,-19.80984878540039,-19.80984878540039
